Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Jowar,Kharif     ,Nagaland,1544.354545,20102.4,39.6
Jute,Kharif     ,Nagaland,1544.354545,509260.8,1003.2
Linseed,Rabi       ,Nagaland,1544.354545,961564.8,1894.2
Maize,Kharif     ,Nagaland,1544.354545,10637520,20955
Maize,Rabi       ,Nagaland,1544.354545,840950.4,1656.6
Masoor,Rabi       ,Nagaland,1544.354545,333364.8,656.7
Mesta,Kharif     ,Nagaland,1544.354545,264681.6,521.4
Peas & beans (Pulses),Kharif     ,Nagaland,1544.354545,366868.8,722.7
Peas & beans (Pulses),Rabi       ,Nagaland,1544.354545,1162588.8,2290.2
Potato,Rabi       ,Nagaland,1544.354545,1090555.2,2148.3
Ragi,Kharif     ,Nagaland,1544.354545,51931.2,102.3
Rapeseed &Mustard,Rabi       ,Nagaland,1544.354545,4543142.4,8949.6
Rice,Kharif     ,Nagaland,1544.354545,29994456,59086.5
Rice,Rabi       ,Nagaland,1544.354545,423825.6,834.9
Sesamum,Kharif     ,Nagaland,1544.354545,586320,1155
Small millets,Kharif     ,Nagaland,1544.354545,1425595.2,2808.3
Soyabean,Kharif     ,Nagaland,1544.354545,4105915.2,8088.3
Sugarcane,Kharif     ,Nagaland,1544.354545,718660.8,1415.7
Sunflower,Kharif     ,Nagaland,1544.354545,36854.4,72.6
Sunflower,Rabi       ,Nagaland,1544.354545,319963.2,630.3
Sweet potato,Kharif     ,Nagaland,1544.354545,192648,379.5
Tapioca,Kharif     ,Nagaland,1544.354545,286459.2,564.3
Urad,Kharif     ,Nagaland,1544.354545,36854.4,72.6
Urad,Rabi       ,Nagaland,1544.354545,113913.6,224.4
Wheat,Rabi       ,Nagaland,1544.354545,527688,1039.5
Arhar/Tur,Kharif     ,Punjab,705.2,519312,1023
Bajra,Kharif     ,Punjab,705.2,502560,990
Barley,Rabi       ,Punjab,705.2,2010240,3960
Cotton(lint),Kharif     ,Punjab,705.2,86272800,169950
Gram,Rabi       ,Punjab,705.2,301536,594
Groundnut,Kharif     ,Punjab,705.2,284784,561
Guar seed,Kharif     ,Punjab,705.2,1708704,3366
Maize,Kharif     ,Punjab,705.2,21107520,41580
Masoor,Rabi       ,Punjab,705.2,167520,330
Moong(Green Gram),Kharif     ,Punjab,705.2,1105632,2178
Peas & beans (Pulses),Rabi       ,Punjab,705.2,469056,924
Rapeseed &Mustard,Rabi       ,Punjab,705.2,4858080,9570
Rice,Kharif     ,Punjab,705.2,472071360,929940
Sesamum,Kharif     ,Punjab,705.2,804096,1584
Sugarcane,Whole Year ,Punjab,705.2,13401600,26400
Urad,Kharif     ,Punjab,705.2,469056,924
Wheat,Rabi       ,Punjab,705.2,591010560,1164240
Arhar/Tur,Kharif     ,Tripura,2295.609091,271549.92,534.93
Cotton(lint),Kharif     ,Tripura,2295.609091,158976.48,313.17
Gram,Rabi       ,Tripura,2295.609091,24625.44,48.51
Groundnut,Kharif     ,Tripura,2295.609091,36686.88,72.27
Groundnut,Rabi       ,Tripura,2295.609091,61814.88,121.77
Jute,Kharif     ,Tripura,2295.609091,107045.28,210.87
Maize,Kharif     ,Tripura,2295.609091,627027.36,1235.19
Masoor,Rabi       ,Tripura,2295.609091,71196,140.25
Mesta,Kharif     ,Tripura,2295.609091,105202.56,207.24
Moong(Green Gram),Kharif     ,Tripura,2295.609091,77394.24,152.46
Moong(Green Gram),Rabi       ,Tripura,2295.609091,42047.52,82.83
Other  Rabi pulses,Rabi       ,Tripura,2295.609091,199348.8,392.7
Other Kharif pulses,Kharif     ,Tripura,2295.609091,326664,643.5
Peas & beans (Pulses),Rabi       ,Tripura,2295.609091,149092.8,293.7
Rapeseed &Mustard,Rabi       ,Tripura,2295.609091,356985.12,703.23
Rice,Kharif     ,Tripura,2295.609091,44560152.48,87779.67
Sesamum,Kharif     ,Tripura,2295.609091,325323.84,640.86
Sugarcane,Whole Year ,Tripura,2295.609091,154285.92,303.93
Urad,Kharif     ,Tripura,2295.609091,192815.52,379.83
Urad,Rabi       ,Tripura,2295.609091,82922.4,163.35
Wheat,Rabi       ,Tripura,2295.609091,45900.48,90.42
Arhar/Tur,Kharif     ,Uttar Pradesh,777.4,53523645.12,105436.98
Bajra,Kharif     ,Uttar Pradesh,777.4,148752231.8,293029.11
Banana,Summer     ,Uttar Pradesh,777.4,364356,717.75
Barley,Rabi       ,Uttar Pradesh,777.4,26420584.32,52046.28
Coriander,Rabi       ,Uttar Pradesh,777.4,1090722.72,2148.63
Cotton(lint),Kharif     ,Uttar Pradesh,777.4,643611.84,1267.86
Dry chillies,Kharif     ,Uttar Pradesh,777.4,2225335.68,4383.72
Garlic,Rabi       ,Uttar Pradesh,777.4,5767211.04,11360.91
Ginger,Kharif     ,Uttar Pradesh,777.4,141889.44,279.51
Gram,Rabi       ,Uttar Pradesh,777.4,96606103.68,190305.72
Groundnut,Kharif     ,Uttar Pradesh,777.4,15452547.36,30440.19
Guar seed,Kharif     ,Uttar Pradesh,777.4,394007.04,776.16
Jowar,Kharif     ,Uttar Pradesh,777.4,32220796.8,63472.2
Linseed,Rabi       ,Uttar Pradesh,777.4,5193622.56,10230.99
Maize,Kharif     ,Uttar Pradesh,777.4,124838751.8,245921.61
Maize,Rabi       ,Uttar Pradesh,777.4,1484897.28,2925.12
Maize,Summer     ,Uttar Pradesh,777.4,5581766.4,10995.6
Masoor,Rabi       ,Uttar Pradesh,777.4,96029834.88,189170.52
Moong(Green Gram),Kharif     ,Uttar Pradesh,777.4,6398258.88,12604.02
Moong(Green Gram),Summer     ,Uttar Pradesh,777.4,5907090.24,11636.46
Onion,Rabi       ,Uttar Pradesh,777.4,1920449.28,3783.12
Onion,Summer     ,Uttar Pradesh,777.4,2200877.76,4335.54
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,777.4,54192217.44,106754.01
Potato,Rabi       ,Uttar Pradesh,777.4,93439138.08,184067.07
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,777.4,107080626.7,210939.63
Rice,Kharif     ,Uttar Pradesh,777.4,992161155.4,1954472.19
Rice,Summer     ,Uttar Pradesh,777.4,3960507.84,7801.86
Sannhamp,Kharif     ,Uttar Pradesh,777.4,362513.28,714.12
Sesamum,Kharif     ,Uttar Pradesh,777.4,57779993.28,113821.62
Small millets,Kharif     ,Uttar Pradesh,777.4,1465464.96,2886.84
Soyabean,Kharif     ,Uttar Pradesh,777.4,2960078.4,5831.1
Sugarcane,Kharif     ,Uttar Pradesh,777.4,362245918.1,713593.32
Sunflower,Summer     ,Uttar Pradesh,777.4,596706.24,1175.46
Sweet potato,Kharif     ,Uttar Pradesh,777.4,2914010.4,5740.35
Tobacco,Rabi       ,Uttar Pradesh,777.4,3960172.8,7801.2
Tobacco,Summer     ,Uttar Pradesh,777.4,67845.6,133.65
Turmeric,Rabi       ,Uttar Pradesh,777.4,306226.56,603.24
Urad,Kharif     ,Uttar Pradesh,777.4,84985743.84,167414.61
Urad,Summer     ,Uttar Pradesh,777.4,8059219.68,15875.97
Wheat,Rabi       ,Uttar Pradesh,777.4,1630162248,3211279.5
Arhar/Tur,Kharif     ,Uttarakhand,1564.7,431196.48,849.42
Barley,Rabi       ,Uttarakhand,1564.7,3469674.24,6834.96
Garlic,Whole Year ,Uttarakhand,1564.7,509093.28,1002.87
Gram,Rabi       ,Uttarakhand,1564.7,120614.4,237.6
Groundnut,Kharif     ,Uttarakhand,1564.7,203369.28,400.62
Horse-gram,Kharif     ,Uttarakhand,1564.7,1677880.32,3305.28
Maize,Kharif     ,Uttarakhand,1564.7,4267069.44,8405.76
Maize,Summer     ,Uttarakhand,1564.7,7873.44,15.51
Masoor,Rabi       ,Uttarakhand,1564.7,1839034.56,3622.74
Moong(Green Gram),Summer     ,Uttarakhand,1564.7,502.56,0.99
Moth,Kharif     ,Uttarakhand,1564.7,335.04,0.66
Onion,Whole Year ,Uttarakhand,1564.7,360000.48,709.17
Other  Rabi pulses,Rabi       ,Uttarakhand,1564.7,3852.96,7.59
Other Cereals,Rabi       ,Uttarakhand,1564.7,79907.04,157.41
Other Kharif pulses,Kharif     ,Uttarakhand,1564.7,1706861.28,3362.37
Peas & beans (Pulses),Rabi       ,Uttarakhand,1564.7,1071457.92,2110.68
Potato,Kharif     ,Uttarakhand,1564.7,1277004.96,2515.59
Potato,Rabi       ,Uttarakhand,1564.7,777627.84,1531.86
Ragi,Kharif     ,Uttarakhand,1564.7,19182882.72,37788.63
Rapeseed &Mustard,Rabi       ,Uttarakhand,1564.7,2075740.32,4089.03
Rice,Kharif     ,Uttarakhand,1564.7,43776158.88,86235.27
Rice,Summer     ,Uttarakhand,1564.7,2291673.6,4514.4
Sesamum,Kharif     ,Uttarakhand,1564.7,292322.4,575.85
Small millets,Kharif     ,Uttarakhand,1564.7,10711731.36,21101.19
Soyabean,Kharif     ,Uttarakhand,1564.7,1514548.32,2983.53
Sugarcane,Whole Year ,Uttarakhand,1564.7,17457259.2,34389.3
Sunflower,Kharif     ,Uttarakhand,1564.7,4020.48,7.92
Tobacco,Whole Year ,Uttarakhand,1564.7,1005.12,1.98
Turmeric,Whole Year ,Uttarakhand,1564.7,216435.84,426.36
Urad,Kharif     ,Uttarakhand,1564.7,1844897.76,3634.29
Urad,Summer     ,Uttarakhand,1564.7,12899.04,25.41
Wheat,Rabi       ,Uttarakhand,1564.7,59561568.48,117331.17
other oilseeds,Rabi       ,Uttarakhand,1564.7,130665.6,257.4
Arhar/Tur,Rabi       ,Jharkhand,1374.7,3024238.56,5957.49
Gram,Rabi       ,Jharkhand,1374.7,2350975.68,4631.22
Maize,Autumn     ,Jharkhand,1374.7,11044761.12,21757.23
Masoor,Rabi       ,Jharkhand,1374.7,853849.44,1682.01
Onion,Rabi       ,Jharkhand,1374.7,533383.68,1050.72
Potato,Rabi       ,Jharkhand,1374.7,2716001.76,5350.29
Potato,Winter     ,Jharkhand,1374.7,3635686.56,7161.99
Ragi,Autumn     ,Jharkhand,1374.7,3610056,7111.5
Rapeseed &Mustard,Rabi       ,Jharkhand,1374.7,1254054.72,2470.38
Rice,Autumn     ,Jharkhand,1374.7,25237558.08,49715.82
Rice,Winter     ,Jharkhand,1374.7,139384513.4,274575.51
Sugarcane,Whole Year ,Jharkhand,1374.7,128320.32,252.78
Wheat,Rabi       ,Jharkhand,1374.7,8029736.16,15817.89
Arhar/Tur,Rabi       ,West Bengal,1686.5,209064.96,411.84
Bajra,Kharif     ,West Bengal,1686.5,9883.68,19.47
Barley,Rabi       ,West Bengal,1686.5,386971.2,762.3
Castor seed,Kharif     ,West Bengal,1686.5,11726.4,23.1
Coconut ,Whole Year ,West Bengal,1686.5,4880360.16,9613.89
Cotton(lint),Kharif     ,West Bengal,1686.5,23955.36,47.19
Gram,Rabi       ,West Bengal,1686.5,3898190.4,7679.1
Groundnut,Autumn     ,West Bengal,1686.5,246421.92,485.43
Groundnut,Rabi       ,West Bengal,1686.5,1298615.04,2558.16
Groundnut,Summer     ,West Bengal,1686.5,8872696.8,17478.45
Horse-gram,Kharif     ,West Bengal,1686.5,342745.92,675.18
Jowar,Kharif     ,West Bengal,1686.5,3852.96,7.59
Jute,Kharif     ,West Bengal,1686.5,100349003,197678.91
Khesari,Rabi       ,West Bengal,1686.5,4323356.16,8516.64
Linseed,Rabi       ,West Bengal,1686.5,690349.92,1359.93
Maize,Autumn     ,West Bengal,1686.5,5704391.04,11237.16
Maize,Rabi       ,West Bengal,1686.5,3788297.28,7462.62
Maize,Summer     ,West Bengal,1686.5,6897133.44,13586.76
Masoor,Rabi       ,West Bengal,1686.5,9933768.48,19568.67
Mesta,Kharif     ,West Bengal,1686.5,909633.6,1791.9
Moong(Green Gram),Kharif     ,West Bengal,1686.5,135021.12,265.98
Moong(Green Gram),Rabi       ,West Bengal,1686.5,324318.72,638.88
Moong(Green Gram),Summer     ,West Bengal,1686.5,2896085.76,5705.04
Niger seed,Kharif     ,West Bengal,1686.5,597878.88,1177.77
Other  Rabi pulses,Rabi       ,West Bengal,1686.5,49418.4,97.35
Other Kharif pulses,Kharif     ,West Bengal,1686.5,95988.96,189.09
Peas & beans (Pulses),Rabi       ,West Bengal,1686.5,2025149.28,3989.37
Potato,Rabi       ,West Bengal,1686.5,63113327.52,124327.83
Potato,Summer     ,West Bengal,1686.5,411261.6,810.15
Ragi,Autumn     ,West Bengal,1686.5,1411020.96,2779.59
Rapeseed &Mustard,Rabi       ,West Bengal,1686.5,70270116.96,138426.09
Rice,Autumn     ,West Bengal,1686.5,35676901.92,70280.43
Rice,Summer     ,West Bengal,1686.5,204554651.5,402955.08
Rice,Winter     ,West Bengal,1686.5,670021870.6,1319885.49
Safflower,Rabi       ,West Bengal,1686.5,70693.44,139.26
Sannhamp,Kharif     ,West Bengal,1686.5,117766.56,231.99
Sesamum,Autumn     ,West Bengal,1686.5,158138.88,311.52
Sesamum,Summer     ,West Bengal,1686.5,30168676.8,59429.7
Sesamum,Winter     ,West Bengal,1686.5,181926.72,358.38
Small millets,Kharif     ,West Bengal,1686.5,170870.4,336.6
Small millets,Rabi       ,West Bengal,1686.5,83760,165
Soyabean,Kharif     ,West Bengal,1686.5,97329.12,191.73
Sugarcane,Whole Year ,West Bengal,1686.5,2693219.04,5305.41
Sunflower,Kharif     ,West Bengal,1686.5,1141146.24,2247.96
Tobacco,Whole Year ,West Bengal,1686.5,2925569.28,5763.12
Urad,Kharif     ,West Bengal,1686.5,7472397.12,14719.98
Urad,Rabi       ,West Bengal,1686.5,1534148.16,3022.14
Wheat,Rabi       ,West Bengal,1686.5,52879195.68,104167.47
Arhar/Tur,Kharif     ,Bihar,924.1,3333584.8,6852.86
Bajra,Kharif     ,Bihar,924.1,639995.2,1315.64
Barley,Rabi       ,Bihar,924.1,1573296.4,3234.23
Castor seed,Kharif     ,Bihar,924.1,15080,31
Gram,Rabi       ,Bihar,924.1,9270128.4,19056.63
Groundnut,Kharif     ,Bihar,924.1,114909.6,236.22
Horse-gram,Kharif     ,Bihar,924.1,1207304.8,2481.86
Jowar,Kharif     ,Bihar,924.1,396754.8,815.61
Jute,Kharif     ,Bihar,924.1,18555487.6,38144.57
Khesari,Rabi       ,Bihar,924.1,10736809.2,22071.69
Linseed,Rabi       ,Bihar,924.1,3312925.2,6810.39
Maize,Autumn     ,Bihar,924.1,39364681.2,80922.09
Maize,Rabi       ,Bihar,924.1,36544268.8,75124.16
Maize,Summer     ,Bihar,924.1,28646118.8,58887.91
Masoor,Rabi       ,Bihar,924.1,24084871.2,49511.34
Mesta,Kharif     ,Bihar,924.1,2655889.6,5459.72
Moong(Green Gram),Kharif     ,Bihar,924.1,1332318,2738.85
Moong(Green Gram),Summer     ,Bihar,924.1,22261548.4,45763.13
Other  Rabi pulses,Rabi       ,Bihar,924.1,209310.4,430.28
Other Kharif pulses,Kharif     ,Bihar,924.1,449685.6,924.42
Peas & beans (Pulses),Rabi       ,Bihar,924.1,2789196.8,5733.76
Ragi,Kharif     ,Bihar,924.1,1196598,2459.85
Rapeseed &Mustard,Rabi       ,Bihar,924.1,13092908.4,26915.13
Rice,Autumn     ,Bihar,924.1,81495939.2,167531.44
Rice,Summer     ,Bihar,924.1,15851643.6,32586.27
Rice,Winter     ,Bihar,924.1,400124576.8,822537.26
Safflower,Rabi       ,Bihar,924.1,15683.2,32.24
Sannhamp,Kharif     ,Bihar,924.1,185634.8,381.61
Sesamum,Kharif     ,Bihar,924.1,332966.4,684.48
Small millets,Kharif     ,Bihar,924.1,435208.8,894.66
Sugarcane,Whole Year ,Bihar,924.1,37751875.2,77606.64
Sunflower,Rabi       ,Bihar,924.1,2377211.2,4886.84
Tobacco,Whole Year ,Bihar,924.1,1645680.4,3383.03
Urad,Kharif     ,Bihar,924.1,2119795.6,4357.67
Wheat,Rabi       ,Bihar,924.1,332921763.2,684388.24
Arhar/Tur,Kharif     ,Chhattisgarh,1366.8,7819130.8,16073.81
Bajra,Kharif     ,Chhattisgarh,1366.8,56248.4,115.63
Bajra,Whole Year ,Chhattisgarh,1366.8,145069.6,298.22
Barley,Rabi       ,Chhattisgarh,1366.8,423898.8,871.41
Castor seed,Kharif     ,Chhattisgarh,1366.8,13572,27.9
Coconut ,Whole Year ,Chhattisgarh,1366.8,15080,31
Coriander,Whole Year ,Chhattisgarh,1366.8,446217.2,917.29
Cotton(lint),Kharif     ,Chhattisgarh,1366.8,19754.8,40.61
Dry chillies,Whole Year ,Chhattisgarh,1366.8,978088.8,2010.66
Garlic,Whole Year ,Chhattisgarh,1366.8,177190,364.25
Ginger,Whole Year ,Chhattisgarh,1366.8,287274,590.55
Gram,Rabi       ,Chhattisgarh,1366.8,40397812,83045.9
Groundnut,Kharif     ,Chhattisgarh,1366.8,4433067.6,9113.07
Horse-gram,Kharif     ,Chhattisgarh,1366.8,6947054.4,14281.08
Horse-gram,Rabi       ,Chhattisgarh,1366.8,227557.2,467.79
Jowar,Kharif     ,Chhattisgarh,1366.8,940238,1932.85
Jute,Kharif     ,Chhattisgarh,1366.8,28501.2,58.59
Khesari,Rabi       ,Chhattisgarh,1366.8,50041321.2,102870.09
Linseed,Rabi       ,Chhattisgarh,1366.8,4863300,9997.5
Maize,Kharif     ,Chhattisgarh,1366.8,17619321.2,36220.09
Masoor,Rabi       ,Chhattisgarh,1366.8,2392291.2,4917.84
Mesta,Kharif     ,Chhattisgarh,1366.8,184277.6,378.82
Moong(Green Gram),Kharif     ,Chhattisgarh,1366.8,1287832,2647.4
Moong(Green Gram),Rabi       ,Chhattisgarh,1366.8,1047456.8,2153.26
Niger seed,Kharif     ,Chhattisgarh,1366.8,9980547.2,20517.04
Onion,Whole Year ,Chhattisgarh,1366.8,818542.4,1682.68
Other  Rabi pulses,Rabi       ,Chhattisgarh,1366.8,372023.6,764.77
Other Kharif pulses,Kharif     ,Chhattisgarh,1366.8,1909128,3924.6
Peas & beans (Pulses),Rabi       ,Chhattisgarh,1366.8,2060832.8,4236.46
Potato,Kharif     ,Chhattisgarh,1366.8,243542,500.65
Potato,Rabi       ,Chhattisgarh,1366.8,1590789.2,3270.19
Ragi,Kharif     ,Chhattisgarh,1366.8,1252394,2574.55
Rapeseed &Mustard,Rabi       ,Chhattisgarh,1366.8,7094084.4,14583.33
Rice,Kharif     ,Chhattisgarh,1366.8,600511537.6,1234473.32
Safflower,Rabi       ,Chhattisgarh,1366.8,102694.8,211.11
Sannhamp,Whole Year ,Chhattisgarh,1366.8,186841.2,384.09
Sesamum,Kharif     ,Chhattisgarh,1366.8,2965180.4,6095.53
Small millets,Kharif     ,Chhattisgarh,1366.8,20717205.6,42588.42
Soyabean,Kharif     ,Chhattisgarh,1366.8,15299715.6,31451.67
Sugarcane,Whole Year ,Chhattisgarh,1366.8,1391431.6,2860.37
Sunflower,Kharif     ,Chhattisgarh,1366.8,479845.6,986.42
Sweet potato,Whole Year ,Chhattisgarh,1366.8,401278.8,824.91
Tobacco,Whole Year ,Chhattisgarh,1366.8,2714.4,5.58
Turmeric,Whole Year ,Chhattisgarh,1366.8,157736.8,324.26
Urad,Kharif     ,Chhattisgarh,1366.8,14367771.6,29535.87
Urad,Rabi       ,Chhattisgarh,1366.8,510458,1049.35
Wheat,Rabi       ,Chhattisgarh,1366.8,15416284,31691.3
Arhar/Tur,Kharif     ,Gujarat,460.6,34397480,70711
Bajra,Kharif     ,Gujarat,460.6,50427520,103664
Bajra,Summer     ,Gujarat,460.6,39962000,82150
Banana,Whole Year ,Gujarat,460.6,4237480,8711
Castor seed,Kharif     ,Gujarat,460.6,113205560,232717
Cotton(lint),Kharif     ,Gujarat,460.6,370545760,761732
Dry chillies,Whole Year ,Gujarat,460.6,980200,2015
Garlic,Whole Year ,Gujarat,460.6,1085760,2232
Gram,Rabi       ,Gujarat,460.6,20523880,42191
Groundnut,Kharif     ,Gujarat,460.6,183885520,378014
Groundnut,Summer     ,Gujarat,460.6,9922640,20398
Guar seed,Whole Year ,Gujarat,460.6,31230680,64201
Jowar,Kharif     ,Gujarat,460.6,7464600,15345
Jowar,Rabi       ,Gujarat,460.6,4539080,9331
Maize,Kharif     ,Gujarat,460.6,56278560,115692
Maize,Rabi       ,Gujarat,460.6,12154480,24986
Maize,Summer     ,Gujarat,460.6,603200,1240
Moong(Green Gram),Kharif     ,Gujarat,460.6,13813280,28396
Moong(Green Gram),Summer     ,Gujarat,460.6,3558880,7316
Moth,Kharif     ,Gujarat,460.6,2126280,4371
Onion,Rabi       ,Gujarat,460.6,2186600,4495
Onion,Summer     ,Gujarat,460.6,331760,682
Other  Rabi pulses,Rabi       ,Gujarat,460.6,2910440,5983
Other Cereals,Kharif     ,Gujarat,460.6,1900080,3906
Other Cereals,Rabi       ,Gujarat,460.6,5081960,10447
Other Kharif pulses,Kharif     ,Gujarat,460.6,2729480,5611
Potato,Whole Year ,Gujarat,460.6,10782200,22165
Ragi,Kharif     ,Gujarat,460.6,2608840,5363
Rapeseed &Mustard,Rabi       ,Gujarat,460.6,32090240,65968
Rice,Kharif     ,Gujarat,460.6,101337600,208320
Rice,Summer     ,Gujarat,460.6,4388280,9021
Sesamum,Kharif     ,Gujarat,460.6,18955560,38967
Sesamum,Summer     ,Gujarat,460.6,542880,1116
Soyabean,Kharif     ,Gujarat,460.6,7012200,14415
Sugarcane,Whole Year ,Gujarat,460.6,26631280,54746
Tobacco,Kharif     ,Gujarat,460.6,6620120,13609
Tobacco,Rabi       ,Gujarat,460.6,12064000,24800
Urad,Kharif     ,Gujarat,460.6,14235520,29264
Urad,Summer     ,Gujarat,460.6,60320,124
Wheat,Rabi       ,Gujarat,460.6,154343800,317285
Arhar/Tur,Kharif     ,Haryana,307.9,1892841.6,3891.12
Bajra,Kharif     ,Haryana,307.9,61938234.8,127326.61
Barley,Rabi       ,Haryana,307.9,7192556.8,14785.76
Castor seed,Kharif     ,Haryana,307.9,190309.6,391.22
Coriander,Whole Year ,Haryana,307.9,44335.2,91.14
Cotton(lint),Kharif     ,Haryana,307.9,89370112,183718.4
Dry chillies,Whole Year ,Haryana,307.9,125465.6,257.92
Garlic,Whole Year ,Haryana,307.9,99075.6,203.67
Ginger,Kharif     ,Haryana,307.9,10103.6,20.77
Gram,Rabi       ,Haryana,307.9,7092576.4,14580.23
Groundnut,Kharif     ,Haryana,307.9,392984.8,807.86
Guar seed,Whole Year ,Haryana,307.9,58482502,120222.65
Horse-gram,Kharif     ,Haryana,307.9,51724.4,106.33
Jowar,Kharif     ,Haryana,307.9,8323556.8,17110.76
Maize,Kharif     ,Haryana,307.9,1489602.4,3062.18
Masoor,Rabi       ,Haryana,307.9,395096,812.2
Moong(Green Gram),Kharif     ,Haryana,307.9,1299292.8,2670.96
Moth,Kharif     ,Haryana,307.9,89122.8,183.21
Onion,Whole Year ,Haryana,307.9,351364,722.3
Peas & beans (Pulses),Rabi       ,Haryana,307.9,167991.2,345.34
Potato,Whole Year ,Haryana,307.9,1927224,3961.8
Rapeseed &Mustard,Rabi       ,Haryana,307.9,84190132,173069.9
Rice,Kharif     ,Haryana,307.9,181903254,373939.05
Sannhamp,Kharif     ,Haryana,307.9,11762.4,24.18
Sesamum,Kharif     ,Haryana,307.9,220017.2,452.29
Sugarcane,Whole Year ,Haryana,307.9,15228688.8,31305.66
Sunflower,Kharif     ,Haryana,307.9,586762.8,1206.21
Sweet potato,Whole Year ,Haryana,307.9,26993.2,55.49
Tobacco,Whole Year ,Haryana,307.9,1658.8,3.41
Turmeric,Whole Year ,Haryana,307.9,43279.6,88.97
Urad,Kharif     ,Haryana,307.9,325124.8,668.36
Wheat,Rabi       ,Haryana,307.9,376533274,774040.55
other oilseeds,Kharif     ,Haryana,307.9,7992.4,16.43
Arhar/Tur,Kharif     ,Himachal Pradesh,1035,3166.8,6.51
Bajra,Kharif     ,Himachal Pradesh,1035,367198,754.85
Barley,Rabi       ,Himachal Pradesh,1035,3136941.6,6448.62
Coriander,Rabi       ,Himachal Pradesh,1035,21715.2,44.64
Cotton(lint),Kharif     ,Himachal Pradesh,1035,301.6,0.62
Dry chillies,Kharif     ,Himachal Pradesh,1035,95004,195.3
Garlic,Rabi       ,Himachal Pradesh,1035,648138.4,1332.38
Ginger,Kharif     ,Himachal Pradesh,1035,362824.8,745.86
Gram,Rabi       ,Himachal Pradesh,1035,67860,139.5
Groundnut,Kharif     ,Himachal Pradesh,1035,3317.6,6.82
Horse-gram,Kharif     ,Himachal Pradesh,1035,288028,592.1
Linseed,Rabi       ,Himachal Pradesh,1035,140545.6,288.92
Maize,Kharif     ,Himachal Pradesh,1035,41616728.4,85551.63
Masoor,Rabi       ,Himachal Pradesh,1035,91686.4,188.48
Moong(Green Gram),Kharif     ,Himachal Pradesh,1035,42525.6,87.42
Moth,Kharif     ,Himachal Pradesh,1035,2111.2,4.34
Onion,Rabi       ,Himachal Pradesh,1035,112798.4,231.88
Other Kharif pulses,Kharif     ,Himachal Pradesh,1035,743444,1528.3
Peas & beans (Pulses),Kharif     ,Himachal Pradesh,1035,208254.8,428.11
Peas & beans (Pulses),Rabi       ,Himachal Pradesh,1035,373531.6,767.87
Potato,Kharif     ,Himachal Pradesh,1035,965723.2,1985.24
Potato,Rabi       ,Himachal Pradesh,1035,514982,1058.65
Ragi,Kharif     ,Himachal Pradesh,1035,352570.4,724.78
Rapeseed &Mustard,Rabi       ,Himachal Pradesh,1035,1348906,2772.95
Rice,Kharif     ,Himachal Pradesh,1035,11367304,23367.8
Sesamum,Kharif     ,Himachal Pradesh,1035,396905.6,815.92
Small millets,Kharif     ,Himachal Pradesh,1035,768326,1579.45
Soyabean,Kharif     ,Himachal Pradesh,1035,93043.6,191.27
Sugarcane,Whole Year ,Himachal Pradesh,1035,276868.8,569.16
Tobacco,Kharif     ,Himachal Pradesh,1035,150.8,0.31
Turmeric,Kharif     ,Himachal Pradesh,1035,42676.4,87.73
Urad,Kharif     ,Himachal Pradesh,1035,1435465.2,2950.89
Wheat,Rabi       ,Himachal Pradesh,1035,52798246.8,108537.51
Arhar/Tur,Kharif     ,Madhya Pradesh,1049.5,68544481.2,140907.09
Bajra,Kharif     ,Madhya Pradesh,1049.5,29109979.6,59841.47
Banana,Whole Year ,Madhya Pradesh,1049.5,2717265.2,5585.89
Barley,Kharif     ,Madhya Pradesh,1049.5,12166845.6,25011.42
Castor seed,Kharif     ,Madhya Pradesh,1049.5,453003.2,931.24
Coriander,Whole Year ,Madhya Pradesh,1049.5,20619034.8,42386.61
Cotton(lint),Kharif     ,Madhya Pradesh,1049.5,89521213.6,184029.02
Dry chillies,Whole Year ,Madhya Pradesh,1049.5,10646781.6,21886.62
Garlic,Whole Year ,Madhya Pradesh,1049.5,11406813.6,23449.02
Ginger,Whole Year ,Madhya Pradesh,1049.5,1595162.4,3279.18
Gram,Rabi       ,Madhya Pradesh,1049.5,409613968.4,842044.63
Groundnut,Kharif     ,Madhya Pradesh,1049.5,33350023.2,68557.74
Horse-gram,Kharif     ,Madhya Pradesh,1049.5,2348860.8,4828.56
Horse-gram,Rabi       ,Madhya Pradesh,1049.5,11611.6,23.87
Jowar,Kharif     ,Madhya Pradesh,1049.5,43966192.4,90381.43
Jowar,Rabi       ,Madhya Pradesh,1049.5,372325.2,765.39
Khesari,Rabi       ,Madhya Pradesh,1049.5,7156968,14712.6
Linseed,Rabi       ,Madhya Pradesh,1049.5,13250494.4,27239.08
Maize,Kharif     ,Madhya Pradesh,1049.5,128861314.4,264900.58
Masoor,Rabi       ,Madhya Pradesh,1049.5,76884173.6,158051.02
Mesta,Kharif     ,Madhya Pradesh,1049.5,46295.6,95.17
Moong(Green Gram),Kharif     ,Madhya Pradesh,1049.5,10806931.2,22215.84
Moong(Green Gram),Rabi       ,Madhya Pradesh,1049.5,1949994.8,4008.61
